1;20120724T0100;80
1;20120724T0200;80
1;20120724T0300;80
1;20120724T0400;80
1;20120724T0500;300
1;20120724T0600;500
1;20120724T0700;800
1;20120724T0800;800
1;20120724T0900;800
1;20120724T1000;800
1;20120724T1100;800
1;20120724T1200;800
1;20120724T1300;800
1;20120724T1400;800
1;20120724T1500;500
1;20120724T1600;500
1;20120724T1700;500
1;20120724T1800;500
1;20120724T1900;800
1;20120724T2000;800
1;20120724T2100;800
1;20120724T2200;600
1;20120724T2300;400
1;20120724T2400;80
2;20120724T0100;0
2;20120724T0200;0
2;20120724T0300;0
2;20120724T0400;0
2;20120724T0500;0
2;20120724T0600;80
2;20120724T0700;200
2;20120724T0800;200
2;20120724T0900;200
2;20120724T1000;200
2;20120724T1100;200
2;20120724T1200;200
2;20120724T1300;200
2;20120724T1400;200
2;20120724T1500;80
2;20120724T1600;80
2;20120724T1700;80
2;20120724T1800;80
2;20120724T1900;200
2;20120724T2000;200
2;20120724T2100;200
2;20120724T2200;80
2;20120724T2300;80
2;20120724T2400;0
3;20120724T0100;80
3;20120724T0200;80
3;20120724T0300;80
3;20120724T0400;80
3;20120724T0500;300
3;20120724T0600;420
3;20120724T0700;600
3;20120724T0800;600
3;20120724T0900;600
3;20120724T1000;600
3;20120724T1100;600
3;20120724T1200;600
3;20120724T1300;600
3;20120724T1400;600
3;20120724T1500;420
3;20120724T1600;420
3;20120724T1700;420
3;20120724T1800;420
3;20120724T1900;600
3;20120724T2000;600
3;20120724T2100;600
3;20120724T2200;520
3;20120724T2300;320
3;20120724T2400;80
