1;20120723T0100;80
1;20120723T0200;80
1;20120723T0300;80
1;20120723T0400;80
1;20120723T0500;300
1;20120723T0600;500
1;20120723T0700;800
1;20120723T0800;800
1;20120723T0900;800
1;20120723T1000;800
1;20120723T1100;800
1;20120723T1200;800
1;20120723T1300;800
1;20120723T1400;800
1;20120723T1500;500
1;20120723T1600;500
1;20120723T1700;500
1;20120723T1800;500
1;20120723T1900;800
1;20120723T2000;800
1;20120723T2100;800
1;20120723T2200;600
1;20120723T2300;400
1;20120723T2400;80
2;20120723T0100;0
2;20120723T0200;0
2;20120723T0300;0
2;20120723T0400;0
2;20120723T0500;0
2;20120723T0600;80
2;20120723T0700;200
2;20120723T0800;200
2;20120723T0900;200
2;20120723T1000;200
2;20120723T1100;200
2;20120723T1200;200
2;20120723T1300;200
2;20120723T1400;200
2;20120723T1500;80
2;20120723T1600;80
2;20120723T1700;80
2;20120723T1800;80
2;20120723T1900;200
2;20120723T2000;200
2;20120723T2100;200
2;20120723T2200;80
2;20120723T2300;80
2;20120723T2400;0
3;20120723T0100;80
3;20120723T0200;80
3;20120723T0300;80
3;20120723T0400;80
3;20120723T0500;300
3;20120723T0600;420
3;20120723T0700;600
3;20120723T0800;600
3;20120723T0900;600
3;20120723T1000;600
3;20120723T1100;600
3;20120723T1200;600
3;20120723T1300;600
3;20120723T1400;600
3;20120723T1500;420
3;20120723T1600;420
3;20120723T1700;420
3;20120723T1800;420
3;20120723T1900;600
3;20120723T2000;600
3;20120723T2100;600
3;20120723T2200;520
3;20120723T2300;320
3;20120723T2400;80
